City,id,zip,lat,lon,cdd Jan,hdd Jan,cdd Feb,hdd Feb,cdd Mar,hdd Mar,cdd Apr,hdd Apr,cdd May,hdd May,cdd Jun,hdd Jun,cdd Jul,hdd Jul,cdd Aug,hdd Aug,cdd Sep,hdd Sep,cdd Oct,hdd Oct,cdd Nov,hdd Nov,cdd Dec,hdd Dec,zip,lat,lon,cdd Jan 2021,cdd Feb 2021,cdd Mar 2021,cdd Apr 2021,cdd May 2021,cdd Jun 2021,cdd Jul 2021,cdd Aug 2021,cdd Sep 2021,cdd Oct 2021,cdd Nov 2021,cdd Dec 2021,cdd Jan 2022,cdd Feb 2022,cdd Mar 2022,cdd Apr 2022,cdd May 2022,cdd Jun 2022,cdd Jul 2022,cdd Aug 2022,cdd Sep 2022,cdd Oct 2022,cdd Nov 2022,cdd Dec 2022,cdd Jan 2023,cdd Feb 2023,cdd Mar 2023,cdd Apr 2023,cdd May 2023,cdd Jun 2023,cdd Jul 2023,cdd Aug 2023,cdd Sep 2023,cdd Oct 2023,cdd Nov 2023,cdd Dec 2023,hdd Jan 2021,hdd Feb 2021,hdd Mar 2021,hdd Apr 2021,hdd May 2021,hdd Jun 2021,hdd Jul 2021,hdd Aug 2021,hdd Sep 2021,hdd Oct 2021,hdd Nov 2021,hdd Dec 2021,hdd Jan 2022,hdd Feb 2022,hdd Mar 2022,hdd Apr 2022,hdd May 2022,hdd Jun 2022,hdd Jul 2022,hdd Aug 2022,hdd Sep 2022,hdd Oct 2022,hdd Nov 2022,hdd Dec 2022,hdd Jan 2023,hdd Feb 2023,hdd Mar 2023,hdd Apr 2023,hdd May 2023,hdd Jun 2023,hdd Jul 2023,hdd Aug 2023,hdd Sep 2023,hdd Oct 2023,hdd Nov 2023,hdd Dec 2023
"MIDLAND, TX",316,79703,31.98,-102.13,0,626,1,587,21,285,109,109,330,7,539,0,611,0,493,0,332,0,93,69,7,375,2,472,79703,31.98,-102.13,0,0,15,79,237,460,440,464,385,164,4,7,0,0,28,168,465,557,694,528,341,78,16,0,0,2,20,81,287,601,700,486,270,38,0,0,648,680,248,182,16,0,0,0,0,54,286,281,680,630,357,40,5,0,0,0,0,99,469,519,551,452,251,105,1,0,0,0,0,54,370,615
"PALACIOS, TX",317,77465,28.71,-96.23,33,272,70,321,185,82,226,16,444,0,588,0,688,0,619,0,456,0,254,7,57,122,85,214,77465,28.71,-96.23,29,36,85,208,350,522,570,640,467,329,66,170,37,12,73,289,543,647,768,656,476,228,98,85,33,161,396,180,440,595,727,562,424,204,7,0,304,395,91,32,0,0,0,0,0,6,106,64,321,361,138,5,0,0,0,0,0,15,173,274,191,206,17,10,0,0,0,0,0,0,88,303
"SAN ANGELO, TX",318,76903,31.44,-100.45,0,534,4,527,44,214,154,71,377,3,599,0,666,0,563,0,368,0,125,44,15,310,17,405,76903,31.44,-100.45,1,0,30,115,252,534,523,531,396,190,13,38,0,6,55,212,519,636,750,644,408,128,32,12,0,6,47,136,359,626,724,514,299,58,0,0,563,624,198,126,9,0,0,0,0,39,227,191,587,566,252,27,0,0,0,0,0,57,384,450,452,391,192,59,0,0,0,0,0,35,319,575
"SAN ANTONIO, TX",319,78207,29.42,-98.53,6,354,27,379,98,105,219,21,416,0,611,0,686,0,642,0,497,0,235,9,43,172,53,282,78207,29.42,-98.53,1,15,79,200,330,517,542,642,516,277,38,104,0,18,70,286,565,678,757,680,532,243,89,54,17,49,146,172,352,638,758,604,443,184,2,0,358,449,79,26,0,0,0,0,0,13,151,119,449,430,153,5,0,0,0,0,0,13,223,348,255,257,83,33,0,0,0,0,0,0,143,379
"VICTORIA, TX",320,77901,28.82,-96.98,26,296,55,327,111,104,220,20,442,0,593,0,652,0,624,0,480,0,256,6,56,135,80,224,77901,28.82,-96.98,23,46,92,184,364,541,572,630,490,304,48,161,6,21,67,299,558,621,661,635,491,231,106,78,48,97,175,176,405,617,723,606,458,234,13,0,307,398,93,32,0,0,0,0,0,6,127,76,360,384,152,9,0,0,0,0,0,13,200,295,220,200,68,19,0,0,0,0,0,0,77,300
"WACO, TX",321,76707,31.55,-97.16,2,513,6,508,41,214,108,79,318,2,567,0,706,0,651,0,454,0,182,26,22,275,37,382,76707,31.55,-97.16,3,1,46,93,244,503,571,624,449,245,22,83,0,7,39,179,457,661,802,696,492,182,45,27,2,9,39,53,253,538,746,634,420,120,0,0,498,599,188,102,6,0,0,0,0,29,230,162,579,538,262,24,0,0,0,0,0,41,353,470,461,386,191,112,1,0,0,0,0,7,242,513
"WICHITA FALLS, TX",322,76309,33.89,-98.54,0,644,2,650,16,303,70,138,249,21,503,0,662,0,598,0,392,0,111,58,11,374,7,528,76309,33.89,-98.54,0,0,14,44,149,438,532,557,410,160,9,20,0,2,16,128,358,552,766,653,443,123,23,2,1,4,18,38,241,518,689,585,323,50,0,0,659,831,242,177,34,0,0,0,0,41,297,311,734,637,339,92,22,0,0,0,0,82,437,597,538,481,329,146,6,0,0,0,0,50,387,675
"CEDAR CITY, UT",323,84721,37.77,-113.08,0,1068,0,927,0,784,0,499,11,225,149,36,367,0,230,3,79,58,0,444,0,774,0,1031,84721,37.77,-113.08,0,0,0,0,11,253,363,247,93,0,0,0,0,0,0,0,21,164,351,224,120,0,0,0,0,0,0,0,1,30,388,220,23,0,0,0,1042,822,772,448,204,6,0,8,66,494,609,955,1040,961,709,491,274,28,0,0,40,410,931,1073,1121,999,871,558,197,73,0,0,68,428,782,1065
"SALT LAKE CITY, UT",324,84102,40.75,-111.86,0,987,0,858,2,662,5,422,81,133,327,9,656,0,417,3,191,29,7,323,0,726,0,993,84102,40.75,-111.86,0,0,0,3,63,464,649,380,208,9,0,0,0,0,5,0,52,314,684,538,316,13,0,0,0,0,0,12,129,203,634,334,50,0,0,0,986,793,619,406,126,2,0,10,41,367,596,922,1012,881,577,419,219,22,0,0,3,220,826,985,964,901,791,442,53,3,0,0,42,381,755,1073
"LYNCHBURG, VA",325,24502,37.36,-79.22,0,823,0,608,2,452,31,237,93,88,245,5,415,0,367,0,148,19,26,210,6,523,0,731,24502,37.36,-79.22,0,0,1,25,93,296,416,446,184,73,0,0,0,0,4,34,141,306,432,373,184,4,18,0,0,0,2,35,44,133,397,282,76,0,0,0,858,737,464,255,109,0,0,0,17,92,585,542,956,624,423,267,56,0,0,0,34,267,438,823,656,462,469,190,98,16,0,0,7,271,545,827
"NORFOLK, VA",326,23507,36.86,-76.3,1,687,3,529,16,376,51,174,125,64,320,2,523,0,437,0,249,0,42,112,11,372,0,587,23507,36.86,-76.3,0,0,24,44,159,397,523,447,232,98,0,0,2,0,22,43,161,319,509,471,293,19,34,0,1,10,1,65,56,244,538,394,222,10,0,0,698,611,362,170,62,0,0,0,0,45,442,465,828,570,362,220,68,0,0,0,1,168,304,653,535,405,405,132,63,7,0,0,0,122,370,644
"RICHMOND, VA",327,23220,37.55,-77.46,0,756,2,593,7,425,43,198,118,73,293,1,482,0,419,0,213,6,31,163,10,460,0,671,23220,37.55,-77.46,0,0,5,32,127,336,453,469,234,88,0,0,0,0,15,46,166,320,487,426,254,4,30,0,0,6,2,51,62,224,507,361,150,0,0,0,805,737,429,219,96,0,0,0,0,56,515,495,882,584,411,229,55,0,0,0,18,228,393,760,581,457,435,145,69,2,0,0,0,204,472,758
"ROANOKE, VA",328,24013,37.27,-79.92,0,795,2,591,3,429,33,229,96,81,262,1,437,0,375,0,158,18,22,210,5,512,0,701,24013,37.27,-79.92,0,0,2,31,103,292,424,453,207,64,0,0,0,0,2,34,129,314,442,363,175,1,14,0,0,5,4,35,56,179,444,309,93,0,0,0,833,733,448,249,109,0,0,0,15,97,566,517,934,615,380,243,57,0,0,0,32,274,444,789,619,424,459,195,77,4,0,0,8,259,527,797
"BURLINGTON, VT",329,05401,44.48,-73.22,0,1332,0,1157,0,947,3,511,55,226,141,37,234,3,217,1,33,118,3,410,2,763,0,1102,05401,44.48,-73.22,0,0,0,0,58,218,151,291,51,4,0,0,0,0,0,0,81,81,249,256,48,6,5,0,0,0,0,9,27,124,302,105,0,0,0,0,1304,1196,925,513,247,16,7,2,62,291,811,1031,1585,1180,925,580,168,35,2,0,133,405,651,1032,1108,1095,990,441,262,60,0,0,159,533,828,1243
"MONTPELIER, VT",330,05602,44.26,-72.57,0,1373,0,1180,0,1034,0,595,25,331,83,92,146,20,133,17,15,194,0,483,1,843,0,1166,05602,44.26,-72.57,0,0,0,0,26,140,76,194,21,0,0,0,0,0,0,0,47,56,199,173,25,1,4,0,0,0,0,0,2,53,163,33,0,0,0,0,1435,1293,1072,645,374,64,37,23,139,375,899,1104,1572,1170,957,550,225,88,20,8,193,478,727,1082,1113,1077,1072,589,394,124,4,21,249,596,904,1313
"BELLINGHAM, WA",331,98225,48.73,-122.48,0,704,0,708,0,612,0,487,5,283,39,124,74,21,51,39,3,152,0,398,0,643,0,891,98225,48.73,-122.48,0,0,0,0,0,84,60,65,5,0,0,0,0,0,0,0,0,33,124,87,3,0,0,0,0,0,0,0,14,1,38,0,0,0,0,0,674,725,615,421,292,93,22,55,158,425,533,931,745,690,579,530,371,134,15,11,102,326,763,933,692,708,641,510,187,146,27,51,196,443,633,810
"FORKS, WA",332,98331,47.79,-124.26,0,688,0,686,0,682,0,569,6,404,20,234,11,123,16,137,4,218,0,419,0,627,0,804,98331,47.79,-124.26,0,0,0,0,0,49,4,19,3,0,0,0,0,0,0,0,0,10,12,29,9,0,0,0,0,0,0,0,19,0,17,0,0,0,0,0,699,711,697,516,425,198,164,155,239,475,556,868,709,658,635,632,494,268,120,81,164,324,703,790,657,690,713,560,294,235,85,175,250,459,622,754
"HOQUIAM, WA",333,98550,47.11,-123.96,0,624,0,607,0,603,1,499,6,343,24,170,7,76,23,78,10,122,1,313,0,542,0,705,98550,47.11,-123.96,0,0,0,0,0,53,8,21,5,0,0,0,0,0,0,0,0,20,9,48,26,3,0,0,0,0,0,4,19,0,3,0,0,0,0,0,656,652,654,480,385,136,85,82,136,357,461,748,635,550,533,527,400,180,75,29,70,216,604,666,581,618,621,491,243,194,68,124,160,367,562,702
"OLYMPIA, WA",334,98501,46.97,-122.87,0,731,0,713,0,668,0,541,8,316,44,154,73,27,67,40,8,149,0,419,0,675,0,826,98501,46.97,-122.87,0,0,0,0,0,103,63,84,13,0,0,0,0,0,0,0,0,18,107,116,12,0,0,0,0,0,0,0,23,11,50,0,0,0,0,0,719,701,698,465,321,128,29,53,158,465,577,808,721,714,593,611,418,179,23,18,93,322,778,838,753,724,713,548,210,154,28,48,196,471,670,833
"RENTON, WA",335,98055,47.46,-122.21,0,678,0,654,0,591,0,457,13,260,65,112,123,6,103,12,20,84,4,336,0,593,0,794,98055,47.46,-122.21,0,0,0,0,2,132,107,116,22,0,0,0,0,0,0,0,0,35,149,169,37,11,0,0,0,0,0,0,37,29,114,24,0,0,0,0,646,653,595,353,244,90,10,32,108,400,508,831,729,634,552,529,378,138,6,4,33,231,681,803,660,676,627,489,158,108,3,0,112,378,590,748
"SPOKANE, WA",336,99204,47.65,-117.43,0,1037,0,947,0,751,1,565,28,264,136,85,332,0,229,8,42,118,0,447,0,909,0,1195,99204,47.65,-117.43,0,0,0,0,10,262,398,213,42,0,0,0,0,0,0,0,0,28,303,361,85,1,0,0,0,0,0,4,74,119,296,113,0,0,0,0,970,993,720,467,258,71,0,23,127,495,739,1138,1104,926,691,674,424,122,0,2,59,299,1092,1282,1037,922,843,554,110,61,0,0,167,547,896,1164
"WALLA WALLA, WA",337,99362,46.11,-118.3,0,615,1,537,7,269,51,135,262,8,583,0,940,0,711,0,374,9,128,128,1,519,0,809,99362,46.11,-118.3,0,0,5,75,243,694,965,825,473,109,4,1,0,3,16,8,153,492,953,987,582,276,0,0,0,0,0,70,390,564,901,320,66,0,0,0,548,580,250,89,5,0,0,0,0,48,322,694,730,505,216,188,20,0,0,0,0,23,582,812,567,525,340,129,0,0,0,0,26,314,653,922
"WENATCHEE, WA",338,98801,47.37,-120.35,0,1087,0,905,0,663,2,474,47,181,208,45,486,0,341,1,71,57,4,367,0,862,0,1225,98801,47.37,-120.35,0,0,0,2,30,318,504,324,71,0,0,0,0,0,0,0,0,124,554,447,111,11,0,0,0,0,0,5,111,183,399,253,31,0,0,0,980,912,644,345,168,47,0,3,90,445,718,1157,1196,910,586,588,311,64,0,0,18,225,1040,1382,1086,892,760,489,64,23,0,0,63,431,829,1135
"YAKIMA, WA",339,98902,46.59,-120.53,0,1005,0,829,0,659,3,511,39,202,171,49,378,0,240,5,33,104,2,403,0,828,0,1137,98902,46.59,-120.53,0,0,0,4,24,298,464,249,32,0,0,0,0,0,0,0,0,58,354,358,66,5,0,0,0,0,0,5,93,157,315,113,0,0,0,0,889,834,636,399,193,49,0,16,117,457,684,1001,1144,809,574,621,326,57,0,0,48,251,969,1294,982,843,768,512,86,41,0,0,147,502,832,1116
"EAU CLAIRE, WI",340,54703,44.82,-91.49,0,1479,0,1409,0,998,7,635,38,229,200,29,207,6,155,1,35,138,5,474,0,934,0,1405,54703,44.82,-91.49,0,0,0,1,46,266,231,184,36,15,0,0,0,0,0,0,48,135,213,154,68,0,0,0,0,0,0,21,20,198,178,126,0,0,0,0,1361,1549,788,556,290,15,4,1,91,354,898,1289,1730,1436,1079,728,239,43,1,3,156,522,911,1462,1346,1243,1127,622,159,28,13,0,166,547,993,1464
"GREEN BAY, WI",341,54301,44.48,-88.02,0,1361,0,1257,0,988,6,598,46,246,167,35,193,3,151,0,29,130,6,426,0,864,0,1246,54301,44.48,-88.02,0,0,0,1,44,208,179,197,19,17,0,0,0,0,0,0,78,148,200,177,67,2,0,0,0,0,0,16,16,144,201,79,0,0,0,0,1290,1415,840,532,291,20,10,0,83,312,870,1134,1588,1258,1015,685,206,33,0,1,129,427,798,1250,1205,1098,1109,578,240,53,0,0,177,540,924,1355
"LA CROSSE, WI",342,54603,43.86,-91.24,0,1378,0,1284,0,864,16,521,77,160,288,11,317,0,250,0,77,73,17,378,0,826,0,1267,54603,43.86,-91.24,0,0,0,16,82,358,329,291,97,44,0,0,0,0,0,0,104,247,372,244,116,6,0,0,0,0,0,33,46,258,251,215,19,0,0,0,1283,1464,705,448,205,6,0,0,29,267,783,1121,1600,1303,925,614,176,12,0,0,106,427,815,1345,1251,1085,961,501,100,14,1,0,84,441,879,1335
"MADISON, WI",343,53703,43.08,-89.38,0,1354,0,1248,0,907,9,549,63,219,184,29,228,1,184,2,41,102,10,417,0,840,0,1201,53703,43.08,-89.38,0,0,0,7,53,247,222,244,41,26,0,0,0,0,0,1,115,144,224,175,79,3,0,0,0,0,0,19,22,161,239,133,2,0,0,0,1327,1471,804,477,278,11,2,0,49,310,850,1056,1564,1218,949,643,201,35,0,5,132,460,789,1251,1172,1054,969,527,177,41,0,0,126,482,880,1297
"MILWAUKEE, WI",344,53204,43.02,-87.93,0,1183,0,1091,0,825,8,516,50,241,178,28,274,1,256,0,89,60,16,334,1,732,0,1065,53204,43.02,-87.93,0,0,0,5,63,234,274,324,117,43,0,0,0,0,0,0,70,178,258,258,132,4,3,0,0,0,0,18,18,122,289,186,18,0,0,0,1146,1263,727,478,259,3,4,0,16,204,746,914,1377,1086,864,590,224,35,0,0,90,382,656,1083,1025,923,884,479,240,46,0,0,74,415,795,1198
"WAUSAU, WI",345,54401,44.96,-89.64,0,1445,0,1365,0,1011,6,622,45,233,180,27,222,3,161,3,45,149,7,446,0,908,0,1349,54401,44.96,-89.64,0,0,0,4,39,226,233,214,86,22,0,0,0,0,0,0,76,163,276,172,50,0,0,0,0,0,0,13,19,152,157,98,0,0,0,0,1397,1532,853,519,276,13,3,0,72,312,880,1233,1653,1383,1080,723,209,31,0,7,193,471,874,1384,1284,1180,1101,624,213,37,7,2,183,555,969,1430
"BECKLEY, WV",346,25801,37.78,-81.18,0,991,0,757,0,615,15,380,32,164,119,39,215,2,195,0,41,86,5,343,2,653,0,821,25801,37.78,-81.18,0,0,0,11,40,155,202,253,59,16,0,0,0,0,0,21,48,151,225,187,52,0,7,0,0,0,0,14,8,52,218,146,13,0,0,0,1026,904,586,406,224,25,4,0,74,217,719,627,1145,760,592,408,79,34,1,1,120,441,600,904,803,606,667,326,190,59,0,0,65,372,640,932
"CHARLESTON, WV",347,25301,38.35,-81.63,0,912,0,718,2,536,20,313,73,114,192,10,335,0,309,0,102,38,21,276,3,580,0,740,25301,38.35,-81.63,0,0,2,16,79,237,322,374,130,64,0,0,0,0,1,24,106,222,344,311,118,0,8,0,0,0,2,21,34,116,339,241,59,0,0,0,936,860,500,332,178,8,0,0,26,158,631,566,1065,733,523,353,39,6,0,0,71,367,540,806,736,561,584,255,124,15,0,0,18,303,570,848
"ELKINS, WV",348,26241,38.92,-79.85,0,1020,0,817,0,689,1,451,23,208,109,51,234,1,188,0,41,95,4,389,3,701,0,871,26241,38.92,-79.85,0,0,0,0,30,148,194,249,65,13,0,0,0,0,0,3,35,140,281,201,53,0,8,0,0,0,0,1,3,39,228,113,5,0,0,0,1051,925,655,477,262,36,3,0,81,223,763,694,1182,841,668,474,116,40,0,1,119,503,628,924,826,685,743,402,246,78,0,0,86,442,713,996
"HUNTINGTON, WV",349,25703,38.42,-82.42,0,904,0,713,2,511,26,302,80,101,219,7,346,0,327,0,120,32,25,255,4,566,0,736,25703,38.42,-82.42,0,0,3,19,83,255,312,379,145,76,0,0,0,0,0,30,116,260,352,320,140,0,11,0,0,0,3,28,41,142,373,283,75,0,0,0,923,897,467,326,165,6,0,0,27,152,608,538,1063,721,494,337,34,2,0,0,57,327,521,808,725,521,572,242,103,14,0,0,13,286,569,862
"MARTINSBURG, WV",350,25401,39.46,-77.97,0,952,0,788,0,627,9,350,45,180,171,21,366,0,323,0,106,37,6,273,1,606,0,837,25401,39.46,-77.97,0,0,0,14,55,225,331,368,119,18,0,0,0,0,0,5,76,224,446,295,114,0,3,0,0,0,0,8,3,65,320,306,85,0,0,0,978,894,593,337,200,16,0,0,38,150,689,687,1115,799,598,406,120,1,0,0,62,383,554,941,763,670,690,308,219,46,0,0,12,286,576,883
"MORGANTOWN, WV",351,26505,39.63,-79.94,0,963,0,773,0,607,20,370,71,151,188,18,326,0,274,0,95,52,16,301,5,610,0,801,26505,39.63,-79.94,0,0,1,16,83,241,284,332,133,48,1,0,0,0,0,26,95,219,361,284,111,0,13,0,0,0,0,19,34,103,334,207,42,0,0,0,984,921,553,372,219,17,0,0,40,169,655,605,1142,782,600,434,69,10,0,0,81,391,553,867,763,616,667,303,166,27,0,0,35,344,623,931
"PARKERSBURG, WV",352,26101,39.26,-81.54,1,757,3,556,2,374,26,219,149,45,320,0,452,0,371,0,157,14,30,225,4,527,0,698,26101,39.26,-81.54,0,0,1,22,133,335,428,446,215,89,0,0,2,0,1,34,190,399,504,405,188,0,13,0,0,9,4,23,125,227,424,262,67,0,0,0,775,660,344,238,78,0,0,0,0,134,569,444,870,594,369,226,9,0,0,0,24,253,430,748,626,413,409,193,49,0,0,0,19,288,582,902
"CASPER, WY",353,82609,42.81,-106.18,0,1252,0,1250,0,1059,0,764,0,406,67,100,227,8,142,8,34,162,0,559,0,947,0,1213,82609,42.81,-106.18,0,0,0,0,0,136,262,127,35,0,0,0,0,0,0,0,0,58,242,182,68,0,0,0,0,0,0,0,0,6,176,118,0,0,0,0,1212,1344,1010,718,415,26,0,23,124,526,737,1068,1186,1181,987,814,509,126,2,1,144,555,1116,1300,1357,1225,1181,760,295,148,23,0,218,595,987,1272
"CHEYENNE, WY",354,82001,41.14,-104.79,0,1136,0,1113,0,963,0,693,1,364,82,78,216,13,149,7,53,154,0,520,0,871,0,1084,82001,41.14,-104.79,0,0,0,0,0,115,240,183,68,0,0,0,0,0,0,0,3,108,246,218,92,0,0,0,0,0,0,0,0,23,163,45,0,0,0,0,1085,1206,941,711,431,52,0,9,102,479,660,942,1100,1110,907,690,392,60,5,0,115,483,1007,1135,1224,1024,1042,677,270,121,33,13,244,599,946,1175
"CODY, WY",355,82414,44.51,-109.05,0,1137,0,1184,0,962,1,737,5,370,75,108,257,11,146,28,51,165,1,504,0,927,0,1203,82414,44.51,-109.05,0,0,0,2,4,142,297,121,64,3,0,0,0,0,0,0,3,79,321,227,88,1,0,0,0,0,0,0,7,3,153,90,0,0,0,0,1071,1342,839,689,431,17,0,67,152,504,687,1095,1117,1117,882,823,450,143,0,12,135,475,1179,1325,1222,1092,1166,698,229,163,34,4,209,532,914,1188
"LANDER, WY",356,82520,42.83,-108.72,0,1336,0,1265,0,1052,0,731,0,363,84,92,279,11,175,8,53,138,0,548,0,972,0,1292,82520,42.83,-108.72,0,0,0,0,0,180,313,155,58,0,0,0,0,0,0,0,1,72,303,229,102,0,0,0,0,0,0,0,0,0,220,140,0,0,0,0,1218,1228,928,689,395,14,0,24,115,568,740,1025,1201,1130,907,734,451,116,2,1,115,501,1141,1502,1590,1436,1322,771,243,146,31,0,185,574,1035,1349
"ROCK SPRINGS, WY",357,82901,41.59,-109.22,0,1329,0,1247,0,1081,0,791,0,422,64,121,231,4,104,24,28,207,0,631,0,1025,0,1334,82901,41.59,-109.22,0,0,0,0,0,131,274,110,14,0,0,0,0,0,0,0,0,57,230,165,69,0,0,0,0,0,0,0,0,3,188,37,0,0,0,0,1262,1227,990,753,414,43,0,42,179,642,806,1171,1247,1168,981,760,529,147,3,5,144,586,1185,1447,1478,1347,1272,861,322,174,8,24,297,664,1083,1384
"SHERIDAN, WY",358,82801,44.79,-106.95,0,1145,0,1226,0,1005,0,717,0,350,68,71,262,6,182,15,49,147,1,531,0,956,0,1314,82801,44.79,-106.95,0,0,0,0,0,143,340,159,54,3,0,0,0,0,0,0,0,50,284,279,93,0,0,0,0,0,0,0,0,12,162,109,0,0,0,0,1109,1389,855,661,402,13,0,40,105,489,695,1178,1148,1114,876,768,432,124,1,3,104,494,1160,1445,1178,1174,1285,721,215,77,16,2,232,610,1013,1319
"WORLAND, WY",359,82401,44.0,-107.95,0,1396,0,1372,0,1012,0,696,2,313,123,62,334,3,269,11,89,135,0,548,0,1034,0,1429,82401,44.0,-107.95,0,0,0,0,0,217,373,159,37,0,0,0,0,0,0,0,2,128,426,431,226,0,0,0,0,0,0,0,5,24,203,218,5,0,0,0,1224,1433,880,649,338,4,0,27,136,555,837,1258,1458,1252,949,767,420,108,0,5,126,565,1273,1628,1507,1430,1206,673,182,73,10,0,144,525,991,1401
